param	RSP K_mean	RSP K_sigma	Heat K_mean	Heat K_sigma	logHeat K_mean	logHeat K_sigma	Comm K_mean	Comm K_sigma	logFor K_mean	logFor K_sigma	For K_mean	For K_sigma	FE K_mean	FE K_sigma	Walk K_mean	Walk K_sigma	logComm K_mean	logComm K_sigma	pWalk K_mean	pWalk K_sigma	SCCT K_mean	SCCT K_sigma	SCT K_mean	SCT K_sigma	SP-CT K_mean	SP-CT K_sigma	
0.8400000000000004	0.7093893967093235	0.040195484842137016					0.4469469835466179	0.013653553608882077	0.7387334552102377	0.09701409654147958	0.21030347349177325	0.09776909203368689	0.8267042047531992	0.05207598985447405	0.8262654478976234	0.061170763962581004			0.8121111517367459	0.05743010725570539	0.6157191956124314	0.21634744341043763	0.43866764168190125	0.21702655252972944	0.6125294332723948	0.12212711019748708	
0.8600000000000004	0.7407517367458866	0.057195362335095555					0.4469469835466179	0.013653553608882077	0.702707129798903	0.1076423217531257	0.21030347349177325	0.09776909203368689	0.8328555758683729	0.04752278071329576	0.8150113345521024	0.05622428364822323			0.8279590493601462	0.05432956592474162	0.6062859232175503	0.2114184926254718	0.4620226691042047	0.21651381098523292	0.563980987202925	0.15358624975635404	
0.8800000000000004	0.7595919561243144	0.050016432500542045					0.4469469835466179	0.013653553608882077	0.6587787934186471	0.11130347816102207	0.21030347349177325	0.09776909203368689	0.8380592321755027	0.05508423773756213	0.8218120658135283	0.05353406890813503			0.8091890310786105	0.06165563356162352	0.5971290676416818	0.2168100583899994	0.4604957952468007	0.20112008953789148	0.5563597806215721	0.11142742103413068	
0.9000000000000005	0.792235466179159	0.04849760619815159					0.4469469835466179	0.013653553608882077	0.598980621572212	0.14697414797094852	0.21030347349177325	0.09776909203368689	0.8440658135283364	0.05236199151167633	0.8144760511882997	0.06002913543179526			0.8073418647166362	0.07266553059406701	0.575235100548446	0.2102916338315777	0.46553711151736743	0.20314513515576763	0.5405382084095064	0.12102606475334969	
0.9200000000000005	0.8006420475319926	0.04694206179671881					0.4469469835466179	0.013653553608882077	0.558198171846435	0.16542768856546752	0.21030347349177325	0.09776909203368689	0.8477118829981718	0.05728359157741506	0.7896775137111517	0.056270754531761266			0.8016511882998171	0.05638309697705382	0.5755334552102376	0.20128774852057146	0.44273053016453373	0.20805647738651753	0.5439648994515539	0.14193880036635634	
0.9400000000000005	0.7906822669104204	0.056396841328098725					0.4469469835466179	0.013653553608882077	0.5208424131627056	0.20684332304741218	0.21030347349177325	0.09776909203368689	0.840507495429616	0.051385557638544514	0.7918274223034735	0.06025739202386079			0.7929067641681901	0.06595067976145377	0.5831283363802559	0.19214779701865092	0.4484212065813528	0.20532707287498342	0.4328190127970749	0.21568000859367728	
0.9600000000000005	0.8193769652650822	0.057536381831274935					0.4469469835466179	0.013653553608882077	0.37094113345521024	0.21341284407015088	0.21030347349177325	0.09776909203368689	0.82297915904936	0.05307754483082048	0.7816921389396708	0.05463582087121712			0.7617374771480803	0.09402755408413166	0.5602559414990859	0.18044328272914564	0.4544102376599634	0.20964564005216652	0.3161711151736746	0.18706495915826854	
0.9800000000000005	0.8342990859232176	0.04433424539879712							0.2727824497257769	0.1684112438498942	0.21030347349177325	0.09776909203368689	0.7978734917733089	0.05036657815875452	0.6829718464351004	0.13277099382281446			0.6061104204753199	0.08747902481181001					0.25633345521023765	0.1527430321070992	
0.99	0.8256117001828153	0.04869180559115312							0.24155173674588665	0.14040435084609001	0.21030347349177325	0.09776909203368689	0.7929857404021938	0.058909495158201715	0.34511590493601463	0.17953093109525692			0.48193784277879337	0.06036096879673921					0.2417755027422303	0.14201672927690664	
0.998	0.6247795246800731	0.12929341388766236							0.22540987202925042	0.11961710081741517	0.21030347349177325	0.09776909203368689	0.43820694698354656	0.21230501950616743	0.1894010968921389	0.0021773792469269846			0.4371012797074954	0.018659214303415075					0.20926800731261422	0.09259684077337046	
1.0000000000000004											0.18937915904936012	0.0026029876782772384							0.8061791590493601	0.04490257404478706	0.399504013989349	0.056033787433381714	0.44687678244972573	0.003599589338305568	0.21030347349177325	0.09776909203368689	


